,art_institution,art_movement,birthdate,birthplace,deathdate,deathplace,endyear,family_and_relatives,field,friends_and_co-workers,genre,image,influenced_by,influenced_on,link,name,nationality,official_site,painting_school,pupils,references,startyear,teachers,wikipedia
1672,,[Surrealism],1913,"Portbou, Gerona, Spain",1976,"Deiá, Palma de Mallorca, Spain",,,[painting],,,https://uploads7.wikiart.org/images/esteban-frances.jpg!Portrait.jpg,,,https://www.wikiart.org/en/esteban-frances,Esteban Frances,Spanish,,,,,,,[ https://en.wikipedia.org/wiki/Esteban_Francés ]
1673,,"[Surrealism, Magic Realism]",23 March 1913,"Istanbul, Turkey",07 December 1993,"Paris, France",1993.0,,"[painting, illustration, drawing, graphics]",,,https://uploads8.wikiart.org/temp/e3d02da7-076d-4024-9ccf-6aabe36dddd2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/abidin-dino,Abidin Dino,Turkish,,,,,1930.0,,[ http://en.wikipedia.org/wiki/Abidin_Dino ]
1674,,"[Surrealism, Tachisme]",27 May 1913,"Berlin, Germany",01 September 1951,"Paris, France",,,"[painting, photography]",,,https://uploads8.wikiart.org/temp/c922c0cd-5970-44ce-9b85-4bf32accce56.jpg!Portrait.jpg,,,https://www.wikiart.org/en/wols,Wols,German,,,,,,,[ http://en.wikipedia.org/wiki/Wols ]
1675,,[Surrealism],23 July 1913,"Bucharest, Romania",09 February 1994,"Paris, France",,,"[installation, collage]",,,https://uploads4.wikiart.org/temp/c2fd7710-bf3c-4d78-bc8f-3bdf6671b76b.jpg,,,https://www.wikiart.org/en/gherasim-luca,Gherasim Luca,Romanian,,[S],,,,,[ http://en.wikipedia.org/wiki/Gherasim_Luca ]
1676,,[Surrealism],06 October 1913,"Berlin, Germany",15 November 1985,"Basel, Switzerland",,,"[painting, sculpture, drawing, photography]",,,https://uploads7.wikiart.org/images/meret-oppenheim.jpg!Portrait.jpg,,,https://www.wikiart.org/en/meret-oppenheim,Meret Oppenheim,Swiss,,,,,,,[ http://en.wikipedia.org/wiki/Méret_Oppenheim ]
1677,,"[Surrealism, Kitsch]",10 November 1913,"Milan, Italy",09 October 1988,"Milan, Italy",,,"[painting, sculpture, engraving]",,,https://uploads8.wikiart.org/temp/32a599f9-9770-429d-94a3-c2c6022f6d35.jpg!Portrait.jpg,,,https://www.wikiart.org/en/fornasetti,Fornasetti,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Fornasetti ]
1678,,[Surrealism],07 December 1913,Hungary,02 August 1998,Hungary,,,[painting],,,https://uploads8.wikiart.org/temp/413a4c5f-61ca-4a38-9171-4233526d53fc.jpg!Portrait.jpg,,,https://www.wikiart.org/en/piroska-szanto,Piroska Szanto,Hungarian,,,,[www.terminartors.com],,,[ http://hu.wikipedia.org/wiki/Szántó_Piroska ]
1679,,"[Expressionism, Surrealism]",1914,Hungary,1986,"Budapest, Hungary",,,"[painting, graphics]",,,https://uploads4.wikiart.org/temp/599c0eb0-c5b0-4bb1-bc13-953d73fc9a52.jpg,,,https://www.wikiart.org/en/endre-balint,Endre Balint,Hungarian,,,,,,,[ http://en.wikipedia.org/wiki/Endre_Bálint ]
1680,,[Surrealism],30 March 1914,"Nagoya, Japan, Japan",02 April 1987,,1986.0,,[photography],,[photo],https://uploads8.wikiart.org/temp/1fd23497-9110-40c9-9555-446d861ec50b.jpg!Portrait.jpg,,,https://www.wikiart.org/en/kansuke-yamamoto,Kansuke Yamamoto,Japanese,,,,,1930.0,,[ http://en.wikipedia.org/wiki/Kansuke_Yamamoto_(Experimental_Artist) ]
1681,,"[Surrealism, Socialist Realism]",24 May 1914,"Bucharest, Romania",02 March 2008,"Paris, France",,,[painting],,,https://uploads4.wikiart.org/temp/fd0de74a-0ef7-4b21-9695-997774455685.jpg,,,https://www.wikiart.org/en/jules-perahim,Jules Perahim,Romanian,,,,,,,
1682,,[Surrealism],03 November 1914,"Angra do Heroísmo, Azores, Portugal",02 December 1990,"Paris, France",,,"[painting, art theory]",,,https://uploads8.wikiart.org/temp/04f2718e-353e-4e9a-a3d0-cfbefc4e052a.jpg!Portrait.jpg,,,https://www.wikiart.org/en/antonio-dacosta,Antonio Dacosta,Portuguese,,,,,,,[ http://en.wikipedia.org/wiki/António_Dacosta ]
1683,,"[Surrealism, Abstract Expressionism]",17 June 1915,"Mexico City, Mexico",21 April 2000,,,,"[painting, sculpture, design]",,[abstract],https://uploads8.wikiart.org/temp/2045a342-4b5d-4651-967c-74592aaedca1.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gunther-gerzso,Gunther Gerzso,Mexican,,,,,,,[ http://en.wikipedia.org/wiki/Gunther_Gerzso ]
1684,,[Surrealism],05 September 1915,"Bcuharest, Romania",09 April 1994,"Haifa, Israel",,,"[painting, drawing]",,,https://uploads8.wikiart.org/temp/b99a2c3b-2cf3-4bee-81dd-ce914b1ea321.jpg!Portrait.jpg,,,https://www.wikiart.org/en/paul-paun,Paul Paun,Romanian,,[S],,,,,[ http://en.wikipedia.org/wiki/Paul_Păun ]
1685,,[Surrealism],1916,"Brăila, Romania",1966,"Chicago, Illinois, United States",,,"[painting, art theory, drawing]",,,https://uploads8.wikiart.org/temp/997aa21c-18e0-4ad2-94e2-23a46a16d969.jpg!Portrait.jpg,,,https://www.wikiart.org/en/dolfi-trost,Dolfi Trost,Romanian,,[S],,,,,[ http://en.wikipedia.org/wiki/Dolfi_Trost ]
1686,,"[Surrealism, Neo-Dada]",19 January 1916,"Taplow, Buckinghamshire, United Kingdom",13 July 1986,"Paris, France",,,"[painting, drawing, performance, collage]",,,https://uploads3.wikiart.org/images/brion-gysin.jpg!Portrait.jpg,,,https://www.wikiart.org/en/brion-gysin,Brion Gysin,Canadian,,,,,,,[ http://en.wikipedia.org/wiki/Brion_Gysin ]
1687,,[Surrealism],30 July 1916," Istanbul, Ottoman Empire, Turkey",23 October 1985,"Eygalières, France",,,"[painting, printmaking, sculpture, illustration]",,,https://uploads3.wikiart.org/images/mario-prassinos.jpg,,,https://www.wikiart.org/en/mario-prassinos,Mario Prassinos,Turkish,,[École de Paris],,,,,[ http://en.wikipedia.org/wiki/Mario_Prassinos ]
1688,,"[Surrealism, Art Informel]",1917,"Paris, France",1988,,,,[painting],,[abstract],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/marcelle-loubchansky,Marcelle Loubchansky,French,,,,,,,
1689,,"[Surrealism, Abstract Expressionism]",10 March 1917,"New York City, New York, United States",21 December 1992,"Jackson, Wyoming, United States",,,"[painting, sculpture, photography]",,[sculpture],https://uploads2.wikiart.org/images/david-hare.jpg!Portrait.jpg,,,https://www.wikiart.org/en/david-hare,David Hare,American,,[New York School],,[www.davidhareart.com],,,[ http://en.wikipedia.org/wiki/David_Hare_(artist) ]
1690,,[Surrealism],06 April 1917,"Clayton-le-Woods, Lancashire, United Kingdom",25 May 2011,"Mexico City, Mexico",,,"[painting, printmaking, sculpture]",,,https://uploads4.wikiart.org/temp/2471ee37-714e-414f-8540-6a9f818f14a0.jpg,,,https://www.wikiart.org/en/leonora-carrington,Leonora Carrington,Mexican,[ http://www.leocarrington.com/ ],,,,,,[ http://en.wikipedia.org/wiki/Leonora_Carrington ]
1691,,[Surrealism],22 April 1917," Carlton, Victoria, Australia",28 November 1992,"Carlton, United Kingdom",,,"[painting, printmaking, photography]",,,https://uploads8.wikiart.org/temp/67d03441-3c96-4b97-a8ff-bf2303752d6f.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sidney-nolan,Sidney Nolan,Australian,,,,,,,[ http://en.wikipedia.org/wiki/Sidney_Nolan ]
1692,,[Surrealism],04 January 1920,"Barcelona, Catalonia, Spain",11 April 1992,,,,"[painting, sculpture, engraving]",,[symbolic painting],https://uploads0.wikiart.org/images/alejandro-obregon.jpg!Portrait.jpg,,,https://www.wikiart.org/en/alejandro-obregon,Alejandro Obregon,Colombian,,,,,,,[ http://en.wikipedia.org/wiki/Alejandro_Obregón ]
1693,,[Surrealism],20 April 1920,"Antwerp, Belgium",19 September 1993,"Brussels, Belgium",,,"[photography, collage]",,,https://uploads5.wikiart.org/images/marcel-marien.jpg!Portrait.jpg,,,https://www.wikiart.org/en/marcel-marien,Marcel Marien,Belgian,,,,,,,[ http://en.wikipedia.org/wiki/Marcel_Mariën ]
1694,,[Surrealism],13 June 1920,"Rennes (Ille-et-Vilaine), France",08 September 1999,"Cancale, France",,,"[painting, architecture, drawing]",,,https://uploads7.wikiart.org/images/yves-laloy.jpg,,,https://www.wikiart.org/en/yves-laloy,Yves Laloy,French,,,,,,,[ http://fr.wikipedia.org/wiki/Yves_Laloy ]
1695,,[Surrealism],1922,"Quebec, Canada",20 August 2010,"Paris, France",,,"[sculpture, drawing, performance]",,[sculpture],https://uploads3.wikiart.org/images/jean-benoit.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jean-benoit,Jean Benoit,Canadian,,,,,,,[ http://en.wikipedia.org/wiki/Jean_Benoît ]
1696,,"[Surrealism, Art Informel]",04 June 1922,"Karlštejn, Czech Republic",14 May 1976,,,,"[painting, printmaking, sculpture, collage]",,[abstract],https://uploads7.wikiart.org/images/jaroslav-serpan.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jaroslav-serpan,Jaroslav Serpan,Czech,,,,[serpan-iaroslav.pagesperso-orange.fr],,,[ http://fr.wikipedia.org/wiki/Jaroslav_Serpan ]
1697,,[Surrealism],22 August 1922,"Federal, Entre Ríos, Argentina",16 February 1996,"Buenos Aires, Argentina",,,"[painting, sculpture]",,,https://uploads8.wikiart.org/temp/a9fa67f2-a4b0-4482-bf9b-614b781232ec.jpg!Portrait.jpg,,,https://www.wikiart.org/en/roberto-aizenberg,Roberto Aizenberg,Argentinean,,,,,,,[ http://en.wikipedia.org/wiki/Roberto_Aizenberg ]
1698,,"[Surrealism, Tachisme]",07 December 1922,"Bia, Hungary",12 September 2008,"Paris, France",2008.0,,[painting],,[abstract],https://uploads4.wikiart.org/temp/34072ccc-ebbc-40cf-998c-37366bac8bad.jpg,,,https://www.wikiart.org/en/simon-hantai,Simon Hantai,Hungarian,,,,,1948.0,,[ http://en.wikipedia.org/wiki/Simon_Hantaï ]
1699,,[Surrealism],09 August 1923,"Lisbon, Portugal",26 November 2006,"Lisbon, Portugal",,,[painting],,[abstract],https://uploads2.wikiart.org/images/mario-cesariny.jpg,,,https://www.wikiart.org/en/mario-cesariny,Mario Cesariny,Portuguese,,,,,,,[ http://en.wikipedia.org/wiki/Mário_Cesariny_de_Vasconcelos ]
1700,,"[Naïve Art (Primitivism), Surrealism]",1924,"Ohrid, Macedonia",2006,,,,"[painting, illustration]",,[illustration],https://uploads4.wikiart.org/temp/136f3708-0ef1-4ea2-943a-76025e8df7b8.jpg,,,https://www.wikiart.org/en/vangel-naumovski,Vangel Naumovski,Macedonian,,,,[50watts.com],,,
1701,,"[Pop Art, Surrealism, Naïve Art (Primitivism), Neo-Dada, Soviet Nonconformist Art]",09 January 1924,"Tbilisi, Georgia",21 July 1990,"Erevan, Armenia",,,"[drawing, assemblage, collage]",,,https://uploads4.wikiart.org/temp/86ed0c1c-711f-4040-b007-9233ba3a5a48.jpg,,,https://www.wikiart.org/en/sergei-parajanov,Sergei Parajanov,Ukrainian,,,,,,,[ http://en.wikipedia.org/wiki/Sergei_Parajanov ]
1702,,[Surrealism],08 September 1924,"Montréal, Canada",14 June 2005,Switzerland,,,"[painting, assemblage, collage]",,,https://uploads3.wikiart.org/images/mimi-parent.jpg!Portrait.jpg,,,https://www.wikiart.org/en/mimi-parent,Mimi Parent,Canadian,,,,,,,[ http://en.wikipedia.org/wiki/Mimi_Parent ]
1703,,"[Surrealism, Neo-Dada]",31 October 1924,"Milan, Italy",15 June 2003,"Vergiate, Italy",,,"[painting, printmaking, sculpture, art theory, collage]",,,https://uploads4.wikiart.org/temp/fbcf9b6c-01fa-4dbc-9706-0115475e705a.jpg,,,https://www.wikiart.org/en/enrico-baj,Enrico Baj,Italian,,"[COBRA, Arte Nucleare]",,,,,[ http://en.wikipedia.org/wiki/Enrico_Baj ]
1704,,[Surrealism],12 July 1925,"Piacenza, Italy",05 August 1986,"Udine, Italy",,,[painting],,,https://uploads8.wikiart.org/temp/cfd79505-c86f-4874-b580-0b7fad9832e3.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gustavo-foppiani,Gustavo Foppiani,Italian,,[Piacenza School],,[www.rogallery.com],,,
1705,,"[Social Realism, Surrealism]",09 September 1925,"Samouco, Alcochete, Portugal",22 February 2002,"Lisbon, Portugal",,,[painting],,,https://uploads8.wikiart.org/temp/a693c956-8046-497e-8eb2-0b0e8bc636ad.jpg!Portrait.jpg,,,https://www.wikiart.org/en/marcelino-vespeira,Marcelino Vespeira,Portuguese,,,,,,,[ http://en.wikipedia.org/wiki/Marcelino_Vespeira ]
1706,,[Surrealism],1927,"Matanzas, Cuba",09 February 2001,"Havana, Cuba",,,[sculpture],,[sculpture],https://uploads8.wikiart.org/images/agustin-cardenas.jpg!Portrait.jpg,,,https://www.wikiart.org/en/agustin-cardenas,Agustin Cardenas,Cuban,,,,[agustincardenas.com],,,[ http://en.wikipedia.org/wiki/Agustín_Cárdenas ]
1707,,[Surrealism],10 March 1927,"Eberswalde, Germany",06 June 2010,"Saint-Pierre-de-Vassols, France",2008.0,,"[painting, sculpture, graphics]",,,https://uploads8.wikiart.org/temp/20338ec9-fe1d-484e-bb00-ba7053b4284f.jpg!Portrait.jpg,,,https://www.wikiart.org/en/paul-wunderlich,Paul Wunderlich,German,[ http://paulwunderlich.de/ ],,,,1951.0,,[ http://en.wikipedia.org/wiki/Paul_Wunderlich ]
1708,,[Surrealism],28 November 1927,"Barcelona, Spain",04 April 1984,"Saint-Paul-de-Vence, France",1984.0,,[painting],,,https://uploads8.wikiart.org/temp/6677a5ff-a38e-48fd-88d3-955489c518c4.jpg!Portrait.jpg,,,https://www.wikiart.org/en/joan-ponc,Joan Ponc,Spanish,,[Dau al Set],,,1947.0,,[ https://en.wikipedia.org/wiki/Joan_Ponç ]
1709,,[Surrealism],1928,"Paris, France",,,,,"[painting, printmaking, engraving, drawing]",,,https://uploads7.wikiart.org/images/jacques-le-marechal.jpg,,,https://www.wikiart.org/en/jacques-le-marechal,Jacques Le Marechal,French,,,,,,,[ http://fr.wikipedia.org/wiki/Jacques_Le_Maréchal ]
1710,,[Surrealism],24 January 1928,"Purton, Wiltshire, United Kingdom",,,,,[painting],,,https://uploads6.wikiart.org/images/desmond-morris.jpg!Portrait.jpg,,,https://www.wikiart.org/en/desmond-morris,Desmond Morris,British,,,,,,,[ http://en.wikipedia.org/wiki/Desmond_Morris ]
1711,,"[Surrealism, Art Informel]",15 April 1928,"Thoune, Switzerland",18 October 1997,,,,"[painting, sculpture, collage]",,[abstract],https://uploads8.wikiart.org/images/theo-gerber.jpg,,,https://www.wikiart.org/en/theo-gerber,Theo Gerber,Swiss,,,,[www.theogerber.com],,,
1712,,[Surrealism],24 February 1929,"Sanok, Poland",21 February 2005,"Warsaw, Poland",2005.0,,"[painting, sculpture, photography]",,,https://uploads0.wikiart.org/images/zdislav-beksinski.jpg!Portrait.jpg,,,https://www.wikiart.org/en/zdislav-beksinski,Zdislav Beksinski,Polish,,,,,1956.0,,[ http://en.wikipedia.org/wiki/Zdzisław_Beksiński ]
1713,,[Surrealism],26 September 1929,"Mexico City, Mexico",02 August 1999,"Mexico City, Mexico",,,"[painting, collage]",,,https://uploads0.wikiart.org/images/alberto-gironella.jpg!Portrait.jpg,,,https://www.wikiart.org/en/alberto-gironella,Alberto Gironella,Mexican,,,,,,,[ http://en.wikipedia.org/wiki/Alberto_Gironella ]
1714,"[Akademie der Bildenden Künste Wien, Vienna, Austria]",[Surrealism],13 February 1930,"Vienna, Austria",,,,,"[painting, printmaking, sculpture, design, drawing]",,,https://uploads3.wikiart.org/images/ernst-fuchs.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ernst-fuchs,Ernst Fuchs,Austrian,,[Vienna School of Fantastic Realism],,,,,[ http://en.wikipedia.org/wiki/Ernst_Fuchs_(artist) ]
1715,"[UCL Slade School of Fine Art (University College London), London, UK]",[Surrealism],05 September 1930,"Omdurman, Sudan",,,,,[painting],,,https://uploads0.wikiart.org/images/ibrahim-el-salahi.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ibrahim-salahi,Ibrahim Salahi,Sudanese,,,,[ibrahimsalahi.com],,,[ http://en.wikipedia.org/wiki/Ibrahim_el-Salahi ]
1716,,[Surrealism],07 February 1931,"Rome, Italy",,,,,"[sculpture, design]",,[sculpture],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/fabio-de-sanctis,Fabio de Sanctis,Italian,,,,[www.fondazionefabiodesanctis.org],,,
1717,,"[Surrealism, Tachisme]",1932,"Istanbul, Turkey",1999,Turkey,1999.0,,[painting],,[calligraphy],https://uploads0.wikiart.org/00113/images/erol-akyavas/20100308-erol-akyavas-rekoru-kacirdi-k.jpg,,,https://www.wikiart.org/en/erol-akyavas,Erol Akyavaş,Turkish,,,,"[www.artfinding.com, www.istanbulmodern.org]",1954.0,,
1718,,"[Surrealism, Kitsch]",17 June 1932,"Dobriceni, Olt, Romania",01 April 2008,"Bucharest, Romania",,,[painting],,,https://uploads8.wikiart.org/temp/cbd83b06-91e6-43a0-8007-8ed71dcf557a.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sabin-balasa,Sabin Balasa,Romanian,,,,,,,[ http://en.wikipedia.org/wiki/Sabin_Bălaşa ]
1719,,[Surrealism],1933,,2010,"Pontoise, France",,,"[painting, sculpture, illustration, engraving, drawing]",,,https://uploads8.wikiart.org/temp/fcc13aa1-94ad-4d62-9275-2cced08c96df.jpg!Portrait.jpg,,,https://www.wikiart.org/en/dado,Dado,Serbian,,,,,,,[ http://en.wikipedia.org/wiki/Dado_(painter) ]
1720,,[Surrealism],03 May 1933,"Rome, Italy",17 April 1970,,,,"[painting, design]",,,https://uploads6.wikiart.org/images/domenico-gnoli.jpg!Portrait.jpg,,,https://www.wikiart.org/en/domenico-gnoli,Domenico Gnoli,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Domenico_Gnoli_(painter) ]
1721,,"[Surrealism, Art Informel]",16 June 1933,"Pontevedra, Spain",,,,,[painting],,,https://uploads4.wikiart.org/temp/7d702f88-d85e-4a91-82a2-59a31de93b52.jpg,,,https://www.wikiart.org/en/jorge-castillo,Jorge Castillo,Spanish,,,,,,,[ http://en.wikipedia.org/wiki/Jorge_Castillo_(artist) ]
1722,,[Surrealism],1934,"Lisboa, Portugal",1980,"Lisboa, Portugal",,,[painting],,,https://uploads4.wikiart.org/temp/f0591faf-ae67-4833-b7c0-9d38284d4889.jpg,,,https://www.wikiart.org/en/jose-escada,Jose Escada,Portuguese,,,,,,,[ http://pt.wikipedia.org/wiki/José_Escada ]
1723,,[Surrealism],05 January 1934,"Havana, Cuba",30 March 2011,"Paris, France",,,[painting],,,https://uploads5.wikiart.org/images/jorge-camacho.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jorge-camacho,Jorge Camacho,Cuban,,,,,,,[ http://en.wikipedia.org/wiki/Jorge_Camacho_(painter) ]
1724,,[Surrealism],1935,"Paris, France",,,,,"[painting, architecture, installation, collage]",,,https://uploads8.wikiart.org/images/jean-claude-silbermann(2).jpg!Portrait.jpg,,,https://www.wikiart.org/en/jean-claude-silbermann,Jean-Claude Silbermann,French,,,,[www.cipmarseille.com],,,[ http://fr.wikipedia.org/wiki/Jean-Claude_Silbermann ]
1725,,"[Surrealism, Pop Art]",10 February 1935,"Düsseldorf, Germany",,,,,"[painting, printmaking, graphics]",,,https://uploads7.wikiart.org/images/konrad-klapheck.jpg!Portrait.jpg,,,https://www.wikiart.org/en/konrad-klapheck,Konrad Klapheck,German,,,,,,,[ http://en.wikipedia.org/wiki/Konrad_Klapheck ]
1726,,[Surrealism],25 December 1935,"Zohor, Slovakia",20 January 1997,"Bratislava, Slovakia",,,"[painting, lithography, illustration, graphics]",,,https://uploads4.wikiart.org/temp/7ef12738-9915-4596-a44c-9035d9aa7b3f.jpg,,,https://www.wikiart.org/en/albin-brunovsky,Albin Brunovsky,Slovak,,,,,,,[ http://en.wikipedia.org/wiki/Albín_Brunovský ]
1727,,[Surrealism],1937,"Teheran, Iran, Islamic Republic of",,,,,[painting],,,https://uploads1.wikiart.org/00109/images/ali-akbar-sadeghi/2011-5-21-11-6-12.jpg,,,https://www.wikiart.org/en/ali-akbar-sadeghi,Ali Akbar Sadeghi,Iranian,[ http://www.aliakbarsadeghi.com/works.html ],,,,,,[ https://en.wikipedia.org/wiki/Ali_Akbar_Sadeghi ]
1728,"[Central Saint Martins (CSM), London, UK, UCL Slade School of Fine Art (University College London), London, UK, Académie de la Grande Chaumière, Paris, France]",[Surrealism],22 July 1937,"Addis Ababa, Ethiopia",04 May 2003,"Washington, D.C., United States",,,"[painting, sculpture]",,,https://uploads8.wikiart.org/images/alexander-boghossian.jpg,,,https://www.wikiart.org/en/alexander-boghossian,Alexander Boghossian,Ethiopian,,,,,,,[ http://en.wikipedia.org/wiki/Alexander_Boghossian ]
1729,,"[Surrealism, Pop Art]",05 November 1937,"Port-au-Prince, Haiti",,,,,"[painting, printmaking, drawing]",,,https://uploads3.wikiart.org/images/herve-telemaque.jpg,,,https://www.wikiart.org/en/herve-telemaque,Herve Telemaque,French,,,,,,,[ http://fr.wikipedia.org/wiki/Hervé_Télémaque ]
1730,,[Surrealism],05 February 1940," Chur, Graubünden Canton, Switzerland",12 May 2014,Switzerland,,,"[painting, sculpture, design]",,,https://uploads1.wikiart.org/images/h-r-giger.jpg!Portrait.jpg,,,https://www.wikiart.org/en/h-r-giger,H.R. Giger,Swiss,,,,,,,[ https://en.wikipedia.org/wiki/H._R._Giger ]
1731,,[Surrealism],17 July 1940,"Juchitán, Oaxaca, Mexico",,,,,"[painting, printmaking]",,,https://uploads8.wikiart.org/temp/50a12c18-57f1-488c-b06f-cc6cbf0e924c.jpg!Portrait.jpg,,,https://www.wikiart.org/en/francisco-toledo,Francisco Toledo,Mexican,,,,,,,[ http://en.wikipedia.org/wiki/Francisco_Toledo ]
1732,,[Surrealism],1942,"San Francisco de Macoris, Dominican Republic",,,,,"[painting, assemblage, collage]",,,https://uploads2.wikiart.org/images/ivan-tovar.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ivan-tovar,Ivan Tovar,Dominican,,,,"[rogallery.com, www.galeriadeartedominicana.com]",,,[ http://fr.wikipedia.org/wiki/Iván_Tovar ]
1733,,[Surrealism],10 October 1942,"Wieluń, Poland",,,,,,,,https://uploads4.wikiart.org/images/wojciech-siudmak.jpg,,,https://www.wikiart.org/en/wojciech-siudmak,Wojciech Siudmak,Polish,,,,,,,[ http://en.wikipedia.org/wiki/Wojciech_Siudmak ]
1734,,[Surrealism],24 February 1943,"Celaya, Guanajuato, Mexico",,,,,[painting],,,https://uploads8.wikiart.org/temp/69ffbe9b-5f7f-4e33-a634-7f2bc2ec7cab.jpg!Portrait.jpg,,,https://www.wikiart.org/en/octavio-ocampo,Octavio Ocampo,Mexican,,,,,,,[ http://en.wikipedia.org/wiki/Octavio_Ocampo ]
1735,,[Surrealism],1945,,,,,,"[painting, illustration]",,,https://uploads0.wikiart.org/images/michael-sowa.jpg,,,https://www.wikiart.org/en/michael-sowa,Michael Sowa,German,,,,,,,[ http://en.wikipedia.org/wiki/Michael_Sowa ]
1736,,[Surrealism],28 April 1946,"Kent, United Kingdom",,,,,,,,https://uploads0.wikiart.org/images/kit-williams.jpg,,,https://www.wikiart.org/en/kit-williams,Kit Williams,British,,,,,,,[ http://en.wikipedia.org/wiki/Kit_Williams ]
1737,,[Surrealism],1952,"Toruń, Poland",,,,,[painting],,,https://uploads8.wikiart.org/temp/5ae4e529-2fb3-477e-ac7c-a4e5db325f7a.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jacek-yerka,Jacek Yerka,Polish,[ http://www.yerkaland.com/ ],,,,,,[ http://en.wikipedia.org/wiki/Jacek_Yerka ]
1738,,"[Surrealism, Neo-Expressionism]",05 December 1958,"Múzquiz, Coahuila, Mexico",04 August 2006,,,,"[painting, drawing, assemblage, collage]",,"[self-portrait, symbolic painting]",https://uploads8.wikiart.org/images/julio-galan.jpg,,,https://www.wikiart.org/en/julio-galan,Julio Galan,Mexican,,,,,,,[ http://en.wikipedia.org/wiki/Julio_Galán ]
1739,,[Surrealism],19 January 1959,,26 January 2014,,,,"[painting, drawing]",,[figurative],https://uploads0.wikiart.org/images/aleksandr-borodin.jpg!Portrait.jpg,,,https://www.wikiart.org/en/aleksandr-borodin,Aleksandr Borodin,Russian,,,,,,,
1740,"[Art Center College of Design, Pasadena, CA, US]","[Lowbrow Art, Surrealism, Pop Art]",20 January 1963,"Medford / Medford, United States",,,,,[painting],,,https://uploads1.wikiart.org/00114/images/mark-ryden/1.jpg!Portrait.jpg,"[Jean Auguste Dominique Ingres, Jacques-Louis David]",,https://www.wikiart.org/en/mark-ryden,Mark Ryden,,[ http://www.markryden.com/ ],,,,,,[ https://en.wikipedia.org/wiki/Mark_Ryden ]
1741,,"[Realism, Surrealism, Neo-Figurative Art, Contemporary Realism]",10 April 1971,United States,,,,,[painting],,"[allegorical painting, figurative]",https://uploads4.wikiart.org/images/michael-bell.jpg!Portrait.jpg,,,https://www.wikiart.org/en/michael-bell,Michael Bell,American,,,,[mbellart.com,,,
", yareah.com, yareah.com, yareah.com, mobwives.blogspot.com, www.sungazette.com]",,,[ http://en.wikipedia.org/wiki/Michael_Bell_(artist) ],,,,,,,,,,,,,,,,,,,,,
1742,,[Surrealism],16 June 1973,"Yaizu, Shizuoka, Japan",23 May 2005,Denmark,,,"[painting, graphics]",,,https://uploads6.wikiart.org/images/tetsuya-ishida.jpg!Portrait.jpg,,,https://www.wikiart.org/en/tetsuya-ishida,Tetsuya Ishida,Japanese,,,,,,,[ http://en.wikipedia.org/wiki/Tetsuya_Ishida ]
1743,,[Surrealism],1979,,,,,,[photography],,[photo],https://uploads0.wikiart.org/00113/images/achraf-baznani/ab022f000007f42e7944d4b0a372647b.jpg!Portrait.jpg,"[Surrealism, Symbolism, Conceptual Art, Contemporary]",,https://www.wikiart.org/en/achraf-baznani,Achraf Baznani,Moroccan,[ http://www.baznani.com ],,,"[www.facebook.com, www.twitter.com, www.instagram.com]",,,
1744,,[Surrealism],,,,,,,"[painting, etching, sculpture]",,,https://uploads5.wikiart.org/00112/images//schermata-2016-02-02-alle-18-43-41-600x577.png!Portrait.png,,,https://www.wikiart.org/en/bruno-canova,Bruno Canova,Italian,,,,,,,[ https://it.wikipedia.org/wiki/Bruno_Canova ]
1745,,"[Futurism, Metaphysical art]",11 February 1881,"Quargnento, Italy",13 April 1966,"Milan, Italy",,,"[painting, art theory, collage]",,,https://uploads4.wikiart.org/temp/08703cb2-8977-4723-9dce-e07f5dfa882f.jpg,[Giorgio de Chirico],,https://www.wikiart.org/en/carlo-carra,Carlo Carra,Italian,,[Lacerba],,,,,[ http://en.wikipedia.org/wiki/Carlo_Carrà ]
1746,,[Metaphysical art],04 December 1883,"Novara, Italy",01 March 1963,"Turin, Italy",,,"[painting, printmaking, sculpture]",,"[nude painting (nu), portrait]",https://uploads8.wikiart.org/temp/b5595307-73b3-4114-8b0e-9d147d64e134.jpg!Portrait.jpg,,,https://www.wikiart.org/en/felice-casorati,Felice Casorati,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Felice_Casorati ]
